SMILES,ID,UMAP1,UMAP2
Brc1ccc(CNc2nncs2)nn1,pyridine2pyridazine_0000000052,9.167196,-7.394518
Brc1cc(CNc2nncs2)cnn1,pyridine2pyridazine_0000000053,9.176966,-7.3993363
Brc1cnnc(CNc2nncs2)c1,pyridine2pyridazine_0000000054,9.18792,-7.4283547
Brc1cccnn1,pyridine2pyridazine_0000000055,28.239609,7.765208
C=C(Br)CNC(=O)c1nnccc1Br,pyridine2pyridazine_0000000056,11.396588,1.0501972
Brc1cccnn1,pyridine2pyridazine_0000000057,28.315298,7.5445547
C=C(Cl)CNC(=O)c1nnccc1Br,pyridine2pyridazine_0000000058,11.379233,1.077744
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000059,-15.891296,2.4640899
COC(C)CNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000060,-2.4096985,3.0933068
Cc1cnnc(Br)c1,pyridine2pyridazine_0000000061,35.478306,-8.731987
CSCCN(C)c1nnc(C)cc1Br,pyridine2pyridazine_0000000062,12.824537,-3.0994103
Cc1cc(Br)c(SCCC(=O)O)nn1,pyridine2pyridazine_0000000063,18.410536,-0.23300192
Cc1cnnc(Br)c1,pyridine2pyridazine_0000000064,35.4475,-8.657705
Cc1cc(Br)c(NCCS(C)=O)nn1,pyridine2pyridazine_0000000065,14.545875,-3.8046987
Cc1cnnc(Br)c1,pyridine2pyridazine_0000000066,35.389473,-8.630417
CSCCN(C)c1cc(C)c(Br)nn1,pyridine2pyridazine_0000000067,12.871098,-2.9955993
Cc1cnncc1Br,pyridine2pyridazine_0000000068,35.33812,-8.937722
Cc1cnncc1Br,pyridine2pyridazine_0000000069,35.338764,-8.937841
Cc1cc(NCCS(C)=O)nnc1Br,pyridine2pyridazine_0000000070,14.536202,-3.8287978
Cc1cnncc1Br,pyridine2pyridazine_0000000071,35.357304,-8.896128
Cc1cc(SCCC(=O)O)nnc1Br,pyridine2pyridazine_0000000072,18.429758,-0.252163
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000073,-15.851585,2.5049024
CC(CN)CNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000074,-2.1476517,3.2267447
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000075,-15.836506,2.5161214
CC(N)CN(C)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000076,-2.1468375,3.2212844
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000077,-15.918511,2.439995
CCN(CCN)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000078,-2.1576877,3.2195847
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000079,-15.935908,2.467629
CC(O)CN(C)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000080,-2.280341,3.1258059
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000081,-15.885479,2.414115
CC(CO)N(C)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000082,-2.3014743,3.114448
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000083,-15.932553,2.4026678
COCCN(C)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000084,-2.383302,3.0942914
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000085,-15.900462,2.4665587
CC(C)(N)CNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000086,-2.1179059,3.2557676
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000087,-15.930015,2.4519446
CCN(CCO)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000088,-2.3078163,3.0985909
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000089,-15.904052,2.4078994
CN(CC(N)=O)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000090,9.676643,-14.124311
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000091,-15.881513,2.425232
CCC(CN)Nc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000092,-2.114017,3.2550151
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000093,-15.832839,2.4754612
COCC(C)Nc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000094,-2.406453,3.077635
Clc1cc(Br)c(NC2CCNC2)nn1,pyridine2pyridazine_0000000095,-2.1671689,3.1423457
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000096,-15.8759365,2.4948227
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000097,-15.78381,2.568689
CN(C)CCNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000098,-2.252703,3.1522417
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000099,-15.804911,2.5452352
NC1CC(Nc2nnc(Cl)cc2Br)C1,pyridine2pyridazine_0000000100,-2.1781628,3.1888697
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000101,-15.863258,2.5012531
OCC(O)CSc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000102,-2.3050687,3.106724
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000103,-15.9125,2.446685
CNCCN(C)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000104,-2.2383833,3.1621249
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000105,-15.909057,2.4598846
COC(=O)CSc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000106,13.732005,-0.39207205
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000107,-15.948913,2.3833425
OCC(O)CNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000108,-2.3887749,3.0394416
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000109,-15.881524,2.4783325
OC1CC(Nc2nnc(Cl)cc2Br)C1,pyridine2pyridazine_0000000110,-2.2160466,3.1592245
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000111,-15.930545,2.4344199
OCC(CO)Nc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000112,-2.3268988,3.0806203
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000113,-15.966629,2.3950756
CC(C)(O)CNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000114,-2.376887,3.0331209
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000115,-15.903877,2.4501991
CC(CO)CNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000116,-2.2784271,3.1481955
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000117,-15.951663,2.4255426
CC(O)CCNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000118,-2.3237035,3.11612
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000119,-15.94156,2.421408
OCC1(Nc2nnc(Cl)cc2Br)CC1,pyridine2pyridazine_0000000120,-2.2394624,3.1414816
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000121,-15.897701,2.4336045
CCC(O)CNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000122,-2.3314164,3.1446817
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000123,-15.969476,2.414003
CN(CCC#N)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000124,-0.8969194,8.138464
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000125,-15.916062,2.4396996
CS(=O)CCNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000126,-2.2471204,3.1263707
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000127,-15.944164,2.4139843
CN(CCCN)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000128,-2.1694515,3.2051444
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000129,-15.890534,2.493297
NC(=O)CCNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000130,9.6647415,-14.136306
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000131,-15.975593,2.5413668
CC(Nc1nnc(Cl)cc1Br)C(N)=O,pyridine2pyridazine_0000000132,9.672091,-14.128992
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000133,-15.899705,2.4588256
CC(CCO)Nc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000134,-2.283363,3.130275
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000135,-15.960873,2.4019165
NCC1(Nc2nnc(Cl)cc2Br)CC1,pyridine2pyridazine_0000000136,-2.1510582,3.1799564
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000137,-15.971661,2.3623476
CCC(N)CNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000138,-2.1477427,3.2281094
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000139,-15.998817,2.358449
CC(CN)N(C)c1nnc(Cl)cc1Br,pyridine2pyridazine_0000000140,-2.0901613,3.2721708
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000141,-15.91057,2.4580216
CC(CCN)Nc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000142,-2.1399474,3.2283056
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000143,-15.928798,2.4295971
CC(C)(CO)Nc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000144,-2.3027399,3.0806742
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000145,-15.989552,2.436103
CCC(CO)Nc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000146,-2.2910008,3.0958097
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000147,-15.816206,2.5383155
COC(=O)CNc1nnc(Cl)cc1Br,pyridine2pyridazine_0000000148,13.719301,-0.3975005
Clc1cc(Br)c(NC2CCOC2)nn1,pyridine2pyridazine_0000000149,-2.352249,2.9757636
Clc1cnnc(Br)c1,pyridine2pyridazine_0000000150,-15.92467,2.4334702
Brc1cc(Br)n(Cc2cccnn2)n1,pyridine2pyridazine_0000000151,9.106963,-7.6140633
c1ccnnc1,pyridine2pyridazine_0000000152,12.648548,4.3738623
Brc1cc(Br)n(Cc2ccnnc2)n1,pyridine2pyridazine_0000000153,9.137861,-7.6181297
Brc1cc(Br)n(Cc2cccnn2)n1,pyridine2pyridazine_0000000154,9.124225,-7.6439967
C[C@@H](NC(=O)c1cc(Br)cnn1)C(=O)O,pyridine2pyridazine_0000000155,18.591291,0.3838489
C[C@@H](NC(=O)c1cnnc(Br)c1)C(=O)O,pyridine2pyridazine_0000000156,18.54239,0.42440942
CCNC(=O)CN(C)c1ccc(Br)nn1,pyridine2pyridazine_0000000157,7.745534,-0.01619666
Brc1ccnnc1,pyridine2pyridazine_0000000158,-9.214606,-16.325916
Brc1cccnn1,pyridine2pyridazine_0000000159,28.231203,7.73775
CCNC(=O)CN(C)c1nnccc1Br,pyridine2pyridazine_0000000160,7.76503,0.0028706589
NC(=O)CCNC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000161,9.74636,-14.053368
NC(=O)CCNC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000162,9.764754,-14.035615
CC(NC(=O)c1cc(Br)cnn1)C(N)=O,pyridine2pyridazine_0000000163,9.748476,-14.050948
CC(NC(=O)c1cnnc(Br)c1)C(N)=O,pyridine2pyridazine_0000000164,9.796596,-14.003632
CNC(=O)CNC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000165,8.0856905,-0.7249882
CNC(=O)CNC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000166,8.067664,-0.7153656
CC(C)CN(C)C(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000167,11.818319,1.5800544
CC(C)CN(C)C(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000168,11.822814,1.6007353
CCCN(CC)C(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000169,11.927025,1.7069725
CCCN(CC)C(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000170,11.956261,1.7385881
CCN(C(=O)c1cc(Br)cnn1)C(C)C,pyridine2pyridazine_0000000171,11.96744,1.7429166
CCN(C(=O)c1cnnc(Br)c1)C(C)C,pyridine2pyridazine_0000000172,11.954617,1.7282679
CC(C)C(C)NC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000173,11.79568,1.543649
CC(C)C(C)NC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000174,11.812236,1.5138882
O=C(c1cc(Br)cnn1)N1CCSCC1,pyridine2pyridazine_0000000175,13.628329,-2.4360914
O=C(c1cnnc(Br)c1)N1CCSCC1,pyridine2pyridazine_0000000176,13.6298685,-2.407653
O=C(Nc1nncs1)c1cc(Br)cnn1,pyridine2pyridazine_0000000177,8.937292,-6.501758
O=C(Nc1nncs1)c1cnnc(Br)c1,pyridine2pyridazine_0000000178,8.92818,-6.6017947
CC(C)(C)CNC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000179,11.7981615,1.549737
CC(C)(C)CNC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000180,11.787652,1.5330613
O=C(NCC(F)(F)F)c1cc(Br)cnn1,pyridine2pyridazine_0000000181,12.15098,13.669782
O=C(NCC(F)(F)F)c1cnnc(Br)c1,pyridine2pyridazine_0000000182,12.13721,13.655944
CCCCN(C)C(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000183,11.934545,1.7262715
CCCCN(C)C(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000184,11.941563,1.7214713
COCCN(C)C(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000185,9.468679,-0.41377854
COCCN(C)C(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000186,9.471193,-0.4193871
CC(C)CCNC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000187,11.767532,1.4983418
CC(C)CCNC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000188,11.83229,1.5071062
CCC(C)N(C)C(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000189,11.97449,1.7498703
CCC(C)N(C)C(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000190,11.955888,1.7239982
COCC(C)NC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000191,9.475254,-0.43679076
COCC(C)NC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000192,9.4738455,-0.45071867
CCCC(C)NC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000193,11.876721,1.6213157
CCCC(C)NC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000194,11.865085,1.6089901
CN(CC(N)=O)C(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000195,9.756595,-14.042762
CN(CC(N)=O)C(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000196,9.758855,-14.041064
CN(C)CCNC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000197,9.187952,0.16030155
CN(C)CCNC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000198,9.163292,0.1368603
CCC(CC)NC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000199,11.798966,1.5419606
CCC(CC)NC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000200,11.845311,1.592489
O=C(c1cc(Br)cnn1)N1CCOCC1,pyridine2pyridazine_0000000201,-4.387437,-6.007899
O=C(c1cnnc(Br)c1)N1CCOCC1,pyridine2pyridazine_0000000202,-4.3752413,-5.9943943
O=C(Nc1nccs1)c1cc(Br)cnn1,pyridine2pyridazine_0000000203,12.776526,8.216062
O=C(Nc1nccs1)c1cnnc(Br)c1,pyridine2pyridazine_0000000204,12.791788,8.23159
CCC(C)(C)NC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000205,11.870245,1.6250182
CCC(C)(C)NC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000206,11.802359,1.5519289
CC(CCN(C)C)Nc1ccc(Br)nn1,pyridine2pyridazine_0000000207,-1.9198511,-0.25008217
Brc1ccnnc1,pyridine2pyridazine_0000000208,-9.170996,-16.292849
Brc1cccnn1,pyridine2pyridazine_0000000209,28.310816,7.5182633
CC(CCN(C)C)Nc1nnccc1Br,pyridine2pyridazine_0000000210,-1.9144316,-0.2537311
Brc1cccnn1,pyridine2pyridazine_0000000211,28.292336,7.717015
COCCN(c1nnccc1Br)C1CC1,pyridine2pyridazine_0000000212,2.716897,4.60939
Brc1cccnn1,pyridine2pyridazine_0000000213,28.389166,7.701103
CCCCN(CCO)c1nnccc1Br,pyridine2pyridazine_0000000214,14.368269,-12.681616
CN(CC1CCCO1)c1ccc(Br)nn1,pyridine2pyridazine_0000000215,5.276836,9.736885
Brc1ccnnc1,pyridine2pyridazine_0000000216,-9.199471,-16.277653
Brc1cccnn1,pyridine2pyridazine_0000000217,28.25379,7.6445427
CN(CC1CCCO1)c1nnccc1Br,pyridine2pyridazine_0000000218,5.2556124,9.721751
CCNC(=O)C(C)Nc1ccc(Br)nn1,pyridine2pyridazine_0000000219,7.9257603,-1.3605318
Brc1ccnnc1,pyridine2pyridazine_0000000220,-9.223166,-16.21193
Brc1cccnn1,pyridine2pyridazine_0000000221,28.267984,7.868301
CCNC(=O)C(C)Nc1nnccc1Br,pyridine2pyridazine_0000000222,7.988795,-1.3152127
CN(c1ccc(Br)nn1)C1CCOCC1,pyridine2pyridazine_0000000223,5.232208,9.670131
Brc1ccnnc1,pyridine2pyridazine_0000000224,-9.109353,-16.204115
CCN(CC(=O)NC)c1ccc(Br)nn1,pyridine2pyridazine_0000000225,7.76559,-0.00729664
Brc1ccnnc1,pyridine2pyridazine_0000000226,-9.147,-16.287785
CN(C)C(=O)CN(C)c1ccc(Br)nn1,pyridine2pyridazine_0000000227,7.703446,0.06661641
Brc1ccnnc1,pyridine2pyridazine_0000000228,-9.229109,-16.310827
Brc1cccnn1,pyridine2pyridazine_0000000229,28.153297,7.765911
CN(c1nnccc1Br)C1CCOCC1,pyridine2pyridazine_0000000230,5.2269454,9.662475
Brc1cccnn1,pyridine2pyridazine_0000000231,28.180876,7.5891438
CCN(CC(=O)NC)c1nnccc1Br,pyridine2pyridazine_0000000232,7.749928,0.00022201218
Brc1cccnn1,pyridine2pyridazine_0000000233,28.118801,7.7704916
CN(C)C(=O)CN(C)c1nnccc1Br,pyridine2pyridazine_0000000234,7.718166,0.06261093
Brc1cccnn1,pyridine2pyridazine_0000000235,28.277807,7.7355633
CN1CCCC(Nc2nnccc2Br)C1,pyridine2pyridazine_0000000236,6.1238875,8.072778
Brc1ccnnc1NCCC1CCCO1,pyridine2pyridazine_0000000237,5.2270217,10.634428
Brc1cccnn1,pyridine2pyridazine_0000000238,28.105875,7.790306
Brc1ccnnc1NCC1CCCOC1,pyridine2pyridazine_0000000239,4.7059717,9.299921
Brc1cccnn1,pyridine2pyridazine_0000000240,28.335733,7.6389527
Brc1ccnnc1NCC1COCCO1,pyridine2pyridazine_0000000241,4.5164037,10.4272375
Brc1cccnn1,pyridine2pyridazine_0000000242,28.230536,7.410253
Brc1cccnn1,pyridine2pyridazine_0000000243,28.260435,7.720133
CC(C)NC(=O)CNc1nnccc1Br,pyridine2pyridazine_0000000244,8.020842,-1.3082364
Brc1cccnn1,pyridine2pyridazine_0000000245,28.262571,7.6732354
O=C(CNc1nnccc1Br)NC1CC1,pyridine2pyridazine_0000000246,4.0602994,-2.243718
Brc1cccnn1,pyridine2pyridazine_0000000247,28.06932,7.6088486
CCCNC(=O)CNc1nnccc1Br,pyridine2pyridazine_0000000248,8.085623,-1.3004564
Brc1cccnn1,pyridine2pyridazine_0000000249,28.290243,7.7798243
CC(Nc1nnccc1Br)C1CCCO1,pyridine2pyridazine_0000000250,5.2356114,10.659403
Brc1cccnn1,pyridine2pyridazine_0000000251,28.31276,7.7447796
CN1CCC(Nc2nnccc2Br)CC1,pyridine2pyridazine_0000000252,6.1540875,8.089524
Brc1cccnn1,pyridine2pyridazine_0000000253,28.315584,7.758501
O=S1(=O)CCC(Nc2nnccc2Br)C1,pyridine2pyridazine_0000000254,14.355145,-4.122996
Brc1ccnnc1,pyridine2pyridazine_0000000255,-9.216043,-16.378115
Brc1ccc(NCC2CCCOC2)nn1,pyridine2pyridazine_0000000256,4.6437745,9.348761
Brc1cccnn1,pyridine2pyridazine_0000000257,28.219578,7.5735855
CCN(CC)CCNc1nnccc1Br,pyridine2pyridazine_0000000258,-1.84982,-0.27417755
Brc1cccnn1,pyridine2pyridazine_0000000259,28.353579,7.6730647
CN(C)C(=O)CCNc1nnccc1Br,pyridine2pyridazine_0000000260,8.111019,-1.6276282
CN1CCC(Oc2ccc(Br)nn2)CC1,pyridine2pyridazine_0000000261,9.462387,-5.7591786
Brc1ccnnc1,pyridine2pyridazine_0000000262,-9.2212925,-16.165564
CN1CCCC(Nc2ccc(Br)nn2)C1,pyridine2pyridazine_0000000263,6.1394744,8.066921
Brc1ccnnc1,pyridine2pyridazine_0000000264,-9.288835,-16.337223
Brc1ccnnc1,pyridine2pyridazine_0000000265,-9.182459,-16.287388
Brc1ccc(NCC2COCCO2)nn1,pyridine2pyridazine_0000000266,4.5570655,10.458621
Brc1cc(CNCC2CCCO2)cnn1,pyridine2pyridazine_0000000267,2.8334377,11.55469
Brc1cnnc(CNCC2CCCO2)c1,pyridine2pyridazine_0000000268,2.8312502,11.558531
CCN(CCO)C(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000269,9.454353,0.44532654
CCN(CCO)C(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000270,9.478631,0.47633955
O=C(Nc1ncc(Br)s1)c1cccnn1,pyridine2pyridazine_0000000271,13.28201,-8.623768
c1ccnnc1,pyridine2pyridazine_0000000272,12.69232,4.416738
O=C(CNC1CC1)Nc1ccc(Br)nn1,pyridine2pyridazine_0000000273,4.0485134,-2.2456603
Brc1ccnnc1,pyridine2pyridazine_0000000274,-9.206836,-16.20708
COC(=O)CNC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000275,13.618992,-0.49121305
COC(=O)CNC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000276,13.615912,-0.49519432
NC1CC(NC(=O)c2cc(Br)cnn2)C1,pyridine2pyridazine_0000000277,4.432312,-2.1612568
NC1CC(NC(=O)c2cnnc(Br)c2)C1,pyridine2pyridazine_0000000278,4.361368,-2.2219028
CCCNC(=O)CNc1ccc(Br)nn1,pyridine2pyridazine_0000000279,8.0385,-1.2624665
Brc1ccnnc1,pyridine2pyridazine_0000000280,-9.253643,-16.168499
CC(C)NC(=O)CNc1ccc(Br)nn1,pyridine2pyridazine_0000000281,7.990493,-1.2900027
Brc1ccnnc1,pyridine2pyridazine_0000000282,-9.168759,-16.288187
O=C(CNc1ccc(Br)nn1)NC1CC1,pyridine2pyridazine_0000000283,4.041363,-2.2477558
Brc1ccnnc1,pyridine2pyridazine_0000000284,-9.195502,-16.306156
Clc1cnnc(Cl)c1,pyridine2pyridazine_0000000285,-15.719906,2.6215138
NS(=O)(=O)CCNc1nnc(Cl)cc1Cl,pyridine2pyridazine_0000000286,0.8081488,14.662753
CC(Nc1ccc(Br)nn1)C1CCCO1,pyridine2pyridazine_0000000287,5.237842,10.67281
Brc1ccnnc1,pyridine2pyridazine_0000000288,-9.2122555,-16.20628
CC(C)(CO)NC(=O)c1cc(Br)cnn1,pyridine2pyridazine_0000000289,10.287371,0.6739554
CC(C)(CO)NC(=O)c1cnnc(Br)c1,pyridine2pyridazine_0000000290,10.337072,0.7534976
